"id","question","answer_a","answer_b","answer_c","correct","media","points","category"
"6521","Jaki minimalny odstęp masz obowiązek zachować stojąc w zatorze drogowym (""korku"") w tunelu za innym pojazdem?","3 m.","5 m.","4 m.","B","3B109.jpg","1","A,A1,A2"
"6522","W którym momencie, kierując motocyklem, powinieneś rozpocząć hamowanie zamierzając pokonać ostry łuk drogi?","Wjeżdżając w łuk.","Wyjeżdżając z łuku.","Odpowiednio wcześnie, tak aby uniknąć hamowania na łuku drogi.","C","3B110.jpg","1","A,A1,A2"
"6523","W jakiej pozycji motocykla uzyskasz optymalną skuteczność hamowania?","Pionowej.","Przechylonej w lewo.","Przechylonej w prawo.","A","3B111.jpg","1","A,A1,A2"
"6524","Co powinieneś zrobić kierując motocyklem bezpośrednio przed wjazdem na ostry zakręt?","Dostosować prędkość tak, aby uniknąć hamowania w trakcie pokonywania łuku.","Zwiększyć prędkość, aby wykorzystać siłę odśrodkową.","Zbliżyć się do lewej krawędzi jezdni, aby podczas pokonywania łuku wykorzystać całą dostępną szerokość drogi.","A","3B112.jpg","1","A,A1,A2"
"6525","Jaki odstęp, kierując motorowerem, masz obowiązek zachować od jadącego przed tobą pojazdu w obszarze zabudowanym?","Dowolny.","Niezbędny do uniknięcia zderzenia w razie zatrzymania się pojazdu poprzedzającego.","Odpowiadający dwukrotnej długości motoroweru.","B","3B150.jpg","1","AM"
"6526","W którym momencie, kierując motorowerem, powinieneś rozpocząć hamowanie zamierzając pokonać ostry łuk drogi?","Wjeżdżając w łuk.","Wyjeżdżając z łuku.","Odpowiednio wcześnie, tak aby uniknąć hamowania na łuku drogi.","C","3B151.jpg","1","AM"
"6527","Co w zasadniczy sposób decyduje o długości drogi hamowania motoroweru?","Ilość paliwa w zbiorniku.","Wielkość pojazdu.","Rodzaj nawierzchni, po której porusza się pojazd.","C","","1","AM"
"6528","Jak, w przybliżeniu, wzrasta długość drogi hamowania motoroweru przy dwukrotnie większej prędkości?","Dwukrotnie.","Trzykrotnie.","Czterokrotnie.","C","","1","AM"
"6529","Jaki czynnik powinieneś w szczególności uwzględnić kierując motorowerem, aby zachować bezpieczny odstęp od poprzedzającego pojazdu?","Stan nawierzchni jezdni.","Moc silnika.","Dopuszczalną prędkość obowiązującą na danym odcinku drogi.","A","3B154.jpg","1","AM"
"6530","Jaki minimalny odstęp, kierując motorowerem, masz obowiązek zachować wyprzedzając pojazd poza obszarem zabudowanym?","2 m podczas wyprzedzania rowerzysty.","2 m podczas wyprzedzania motocykla.","1 m podczas wyprzedzania innego motoroweru.","C","","1","AM"
"6531","Jaka jest minimalna, określona przepisami, odległość pomiędzy jadącymi kolumnami motorowerów?","200 m.","300 m.","500 m.","A","3B156.jpg","1","AM"
"6532","Jaki minimalny odstęp, od poprzedzającego pojazdu, powinieneś zachować podczas zatrzymania się w tunelu, z uwagi na zator drogowy (""korek"")?","3 m.","5 m.","4 m.","B","3B157.jpg","1","AM"
"6533","W jakiej pozycji motoroweru, uzyskasz najlepszą skuteczność hamowania?","Pionowej.","Przechylonej w lewo.","Przechylonej w prawo.","A","3B158.jpg","1","AM"
"6534","Co powinieneś zrobić kierując motorowerem dojeżdżając do niebezpiecznego zakrętu?","Dostosować prędkość tak, aby uniknąć hamowania w zakręcie.","Zwiększyć prędkość, aby wykorzystać siłę odśrodkową.","Zbliżyć się do krawędzi jezdni, aby podczas pokonywania łuku wykorzystać całą dostępną szerokość drogi.","A","3B159.jpg","1","AM"
"6535","W jaki sposób należy przejeżdżać motocyklem przez torowisko?","Pod kątem zbliżonym do prostego.","Pod skosem, bez względu na ułożenie torowiska względem jezdni.","Zmieniając bieg na wyższy, w celu przyspieszenia.","A","3B206.jpg","1","A,A1,A2"
"6536","Czy jazda motocyklem po znakach poziomych może być niebezpieczna?","Nie, jeśli nie są mokre.","Tak, znaki poziome mogą być śliskie niezależnie od warunków atmosferycznych.","Tak, ale tylko w czasie opadów deszczu.","B","3B207.jpg","1","A,A1,A2"
"6538","W jaki sposób powinieneś hamować w czasie jazdy motocyklem w terenie górzystym?","Wykorzystując tylko hamulec tylnego koła.","Wykorzystując tylko hamulec przedniego koła.","Wykorzystując obydwa hamulce i hamowanie silnikiem.","C","3B209.jpg","1","A,A1,A2"
"6539","W jaki sposób powinieneś kierować motocyklem na drodze gruntowej?","Unosząc się lekko na podnóżkach.","Przesuwając się jak najdalej od kierownicy.","Zwiększając prędkość, aby poprawić stabilność motocykla.","A","3B220.jpg","1","A,A1,A2"
"6540","W jaki sposób, kierując motorowerem, powinieneś przejeżdżać przez studzienki?","Unikając wjazdu na metalowe elementy studzienek.","Jak najbliżej środka metalowych elementów.","Z użyciem hamulca w momencie wjazdu na studzienkę.","A","3B250.jpg","1","AM"
"6541","W jaki sposób należy przejeżdżać motorowerem przez torowisko?","Pod kątem zbliżonym do prostego.","Pod skosem, bez względu na ułożenie torowiska względem jezdni.","Zmieniając bieg na wyższy, w celu przyspieszenia.","A","3B252.jpg","1","AM"
"6542","Czy jazda motorowerem po znakach poziomych może być niebezpieczna?","Nie, jeśli nie są mokre.","Tak, znaki poziome mogą być śliskie niezależnie od warunków atmosferycznych.","Tak, ale tylko w czasie deszczu.","B","3B253.jpg","1","AM"
"6543","W jaki sposób powinieneś hamować w czasie jazdy motorowerem w terenie górzystym?","Wykorzystując tylko hamulec tylnego koła.","Wykorzystując tylko hamulec przedniego koła.","Wykorzystując obydwa hamulce i hamowanie silnikiem.","C","3B254.jpg","1","AM"
"6544","W jaki sposób powinieneś kierować motorowerem na drodze gruntowej?","Unosząc się lekko na podnóżkach.","Przesuwając się jak najdalej od kierownicy.","Tak samo, jak na drodze twardej o suchej i czystej nawierzchni.","A","3B261.jpg","1","AM"
"6545","Czy jadąc autostradą i nie wykonując żadnych manewrów powinieneś obserwować drogę za motocyklem?","Nie, nie ma takiej potrzeby.","Tak, obserwując ją w lusterkach.","Tak, odwracając głowę, żeby obserwować ją bezpośrednio.","B","3B303.jpg","1","A,A1,A2"
"6546","Co może ograniczać pole widzenia kiedy kierujesz motocyklem?","Źle dobrane okulary i kask.","Źle dobrany motocykl.","Niewłaściwie dobrany kombinezon.","A","3B304.jpg","1","A,A1,A2"
"6547","Gdzie skierujesz wzrok skręcając motocyklem?","Na nawierzchnię tuż przed przednim kołem.","Na prędkościomierz.","W kierunku, w którym zamierzasz jechać.","C","3B305.jpg","1","A,A1,A2"
"6548","W jaki sposób zmieniając pas ruchu będziesz obserwować otoczenie?","Odwrócę głowę, aby obserwować bezpośrednio drogę za motocyklem.","Spojrzę w lusterka pokazujące drogę za motocyklem.","Spojrzę w lusterka i lekko obrócę głowę, żeby wyeliminować tzw. ""martwe pole"".","C","3B311.jpg","1","A,A1,A2"
"6549","W jaki sposób, dojeżdżając motocyklem do przejazdu kolejowego, upewniasz się, że nie nadjeżdża pociąg?","Patrząc na wprost i obserwując torowisko ""kątem oka"".","Obracając głowę i bezpośrednio obserwując torowisko.","Trzymając głowę na wprost i wykonując tylko ruchy oczami.","B","3B312.jpg","1","A,A1,A2"
"6550","Czy jadąc poza obszarem zabudowanym i nie wykonując żadnych manewrów powinieneś obserwować drogę za motorowerem?","Nie, nie ma takiej potrzeby.","Tak, kontrolując ją regularnie w lusterku.","Tak, odwracając głowę, żeby obserwować ją bezpośrednio.","B","3B350.jpg","1","AM"
"6552","Co może ograniczać pole widzenia, kiedy kierujesz motorowerem?","Źle dobrane okulary i kask.","Źle dobrany motorower.","Niewłaściwie dobrany kombinezon.","A","3B352.jpg","1","AM"
"6553","Gdzie skierujesz wzrok skręcając motorowerem?","Na nawierzchnię tuż przed przednim kołem.","Na prędkościomierz.","W kierunku, w którym zamierzasz jechać.","C","","1","AM"
"6554","W jaki sposób, dojeżdżając motorowerem do przejazdu kolejowego, powinieneś upewnić się, czy nie nadjeżdża pociąg?","Patrząc na wprost i obserwując torowisko ""kątem oka"".","Obracając głowę i bezpośrednio obserwując torowisko.","Trzymając głowę na wprost i wykonując tylko ruchy oczami.","B","3B354.jpg","1","AM"
"6555","Co się może stać podczas ruszania z miejsca, jeżeli zbyt szybko puścisz sprzęgło?","Podniesie się przednie koło lub zgaśnie silnik.","Przesuniesz się na siedzeniu gwałtownie do przodu.","Przednie koło motocykla będzie miało lepszą przyczepność do nawierzchni.","A","3B405.jpg","1","A,A1,A2"
"6556","Gdzie najczęściej występuje położenie neutralne (luz) w motocyklach wyposażonych w manualną skrzynię biegów?","Pomiędzy każdym biegiem.","Pomiędzy pierwszym a drugim biegiem.","Pomiędzy piątym a czwartym biegiem.","B","3B409.jpg","1","A,A1,A2"
"6557","W jaki sposób kierując motocyklem uzyskasz efekt hamowania silnikiem?","Ujmując gazu i nie naciskając dźwigni sprzęgła.","Naciskając dźwignię sprzęgła.","Włączając bieg neutralny.","A","3B410.jpg","1","A,A1,A2"
"6558","W jaki sposób będziesz hamować na śliskiej nawierzchni?","Hamulcem przedniego i tylnego koła.","Przy użyciu silnika i pomocy nóg.","Użyję jednego hamulca tylnego koła.","A","3B412.jpg","1","A,A1,A2"
"6559","Co się stanie, jeżeli podczas hamowania motocyklem zadziała układ przeciwblokujący (ABS)?","Pozwoli to na skrócenie drogi hamowania w każdych warunkach.","Pozwoli to omijać przeszkody bez zwalniania hamulca.","Nastąpi poślizg koła przedniego.","B","3B413.jpg","1","A,A1,A2"
"6561","Jak się zachowasz kierując motocyklem podczas manewru wyprzedzania?","Zmienię bieg na wyższy w celu uzyskania lepszego przyspieszenia.","Ustalę taką prędkość, aby jak najdłużej jechać po pasie ruchu dla kierunku przeciwnego.","W przypadku wystąpienia chociażby potencjalnego zagrożenia, zrezygnuję z wykonania tego manewru.","C","3B415.jpg","1","A,A1,A2"
"6562","Jak się przygotujesz, zanim motocyklem zabierzesz w podróż pasażera?","Zmniejszę twardość zawieszenia.","Poinstruuję pasażera o sposobie zachowania na motocyklu.","Zmniejszę ciśnienie w ogumieniu.","B","3B416.jpg","1","A,A1,A2"
"6563","W jaki sposób powinieneś hamować motorowerem na śliskiej nawierzchni?","Hamulcem przedniego i tylnego koła.","Przy użyciu silnika i pomocy nóg.","Tylko hamulcem tylnego koła.","A","3B450.jpg","1","AM"
"6566","Jak powinieneś przygotować się, zanim rozpoczniesz jazdę na motorowerze z pasażerem?","Zmniejszyć twardość zawieszenia.","Poinstruować pasażera o sposobie zachowania na motorowerze.","Zmniejszyć ciśnienie w ogumieniu.","B","3B453.jpg","1","AM"
"6567","Czy kierując motocyklem z bocznym wózkiem, masz prawo przewozić pasażera znajdującego się w stanie po użyciu alkoholu?","Tak, w bocznym wózku.","Tak, na tylnym siedzeniu motocykla.","Nie.","A","3C101.jpg","1","A,A1,A2"
"6568","Czy kierując motocyklem, niewyposażonym fabrycznie w pasy bezpieczeństwa, masz prawo przewozić pasażera bez kasku ochronnego?","Tak, na tylnym siedzeniu motocykla.","Tak, w bocznym wózku.","Nie.","C","3C102.jpg","1","A,A1,A2"
"6569","W jaki sposób będziesz wiózł dziesięcioletnie dziecko dwumiejscowym motocyklem?","W kasku ochronnym, na siedzeniu dla pasażera.","Przed sobą, na zbiorniku paliwa.","Między sobą a innym dorosłym pasażerem motocykla.","A","3C103.jpg","1","A,A1,A2"
"6571","Ile wynosi maksymalna długość zespołu pojazdów składającego się z motocykla i przyczepy?","5 m.","4 m.","3 m.","B","3C106.jpg","1","A,A1,A2"
"6573","Który z wymienionych warunków powinna spełniać przyczepa ciągnięta przez motocykl?","Oznaczenie chorągiewką barwy czerwonej.","Wyposażenie we własną tablicę rejestracyjną o numerze innym niż tablica rejestracyjna motocykla.","Wyposażenie w tablicę rejestracyjną przeniesioną z motocykla.","C","3C109.jpg","1","A,A1,A2"
"6575","W jaki sposób powinieneś umieścić ładunek, który chcesz przewieźć motorowerem?","Zasłaniając częściowo tablicę rejestracyjną.","Zabezpieczając go przed zmianą położenia.","Zasłaniając tylne światło pozycyjne.","B","3C151.jpg","1","AM"
"6576","Czy masz prawo przewozić motorowerem pasażera, który jest w stanie po użyciu alkoholu?","Nie, w żadnym wypadku.","Tak, na tylnym siedzeniu motoroweru.","Tak, o ile nie przekroczysz prędkości 20 km/h.","A","","1","AM"
"6577","Czy masz prawo motorowerem przewozić pasażera bez kasku ochronnego?","Tak, na tylnym siedzeniu.","Tak, jadąc z małą prędkością.","Nie, w żadnym przypadku.","C","","1","AM"
"6578","Której z tych czynności nie ma prawa wykonywać pasażer, którego przewozisz motorowerem?","Rozmawiać przez telefon komórkowy.","Rozmawiać z Tobą.","Jechać bez kasku ochronnego.","C","3C156.jpg","1","AM"
"6579","W jaki sposób należy umieścić ładunek, który przewozisz motocyklem?","Zasłaniając tablicę rejestracyjną.","Zabezpieczając go przed zmianą położenia.","Zasłaniając tylne światło pozycyjne.","B","3C111.jpg","1","A,A1,A2"
"6580","Na co, przede wszystkim, musisz zwrócić uwagę podczas mocowania ładunku przewożonego motocyklem?","Na zamocowanie go tak, aby nie naruszał stateczności motocykla.","Na zapewnienie łatwego dostępu do jego zawartości w czasie jazdy.","Na umocowanie go tak, aby zmniejszał opory powietrza.","A","3C112.jpg","1","A,A1,A2"
"6581","Czy masz prawo holować motocyklem inny motocykl?","Tak, za pomocą połączenia giętkiego umożliwiającego łatwe odczepienie.","Tak, za pomocą połączenia giętkiego wykluczającego możliwość odczepienia.","Tak, za pomocą połączenia sztywnego umożliwiającego łatwe odczepienie.","A","3C114.jpg","1","A,A1,A2"
"6582","Czy dopuszczalne  jest holowanie motocykla?","Tak, przy użyciu połączenia sztywnego, które uniemożliwi odczepienie w czasie jazdy.","Nie.","Tak, przy użyciu połączenia giętkiego umożliwiającego łatwe odczepienie.","C","3C115.jpg","1","A,A1,A2"
"6583","Na co, przede wszystkim, zwrócisz uwagę podczas tankowania motocykla?","Aby nie napełniać więcej niż 3/4 pojemności zbiornika.","Aby nie rozlać benzyny na gorący silnik lub rozgrzane elementy układu wydechowego.","Aby silnik motocykla był włączony.","B","3C119.jpg","1","A,A1,A2"
"6584","Czy masz prawo przewozić motocyklem jednośladowym pasażera, który jest w stanie po użyciu alkoholu?","Tak, jeżeli w Twojej ocenie posiada on prawidłową koordynację ruchów.","Tak, przy ograniczeniu prędkości do 40 km/h.","Nie.","C","3C122.jpg","1","A,A1,A2"
"6585","Czy masz prawo przewozić motocyklem jednośladowym pasażera, który jest w stanie nietrzeźwości?","Nie.","Tak, przy ograniczeniu prędkości do 40 km/h.","Tak, jeżeli w Twojej ocenie posiada on prawidłową koordynację ruchów.","A","3C123.jpg","1","A,A1,A2"
"6586","Czy masz prawo przewozić motorowerem pasażera, który jest w stanie nietrzeźwości?","Nie.","Tak, przy ograniczeniu prędkości do 20 km/h.","Tak, jeżeli w Twojej ocenie posiada on prawidłową koordynację ruchów.","A","3C153.jpg","1","AM"
"6587","Której z tych czynności nie masz prawa wykonywać, gdy kierujesz motorowerem?","Słuchać muzyki.","Korzystać podczas jazdy z telefonu komórkowego wymagającego trzymania go w ręku.","Korzystać z zestawu głośnomówiącego.","B","3C154.jpg","1","AM"
"6588","Jaka jest maksymalna dopuszczalna długość zespołu pojazdów składającego się z motoroweru i przyczepy?","5 m.","4 m.","3 m.","B","3C157.jpg","1","AM"
"6589","Na co, przede wszystkim, musisz zwrócić uwagę podczas mocowania ładunku przewożonego motorowerem?","Na zamocowanie go tak, aby nie naruszał stateczności motoroweru.","Na zapewnienie łatwego dostępu do jego zawartości w czasie jazdy.","Na umocowanie go tak, aby zmniejszał opory powietrza.","A","3C158.jpg","1","AM"
"6590","Na co, przede wszystkim, powinieneś zwrócić uwagę podczas tankowania motoroweru?","Aby nie napełniać więcej niż 3/4 pojemności zbiornika.","Aby nie rozlać benzyny na gorący silnik lub rozgrzane elementy układu wydechowego.","Aby silnik motoroweru był włączony.","B","3C159.jpg","1","AM"
"6592","W jakim terminie od zakupu zarejestrowanego motocykla jesteś zobowiązany zawiadomić o tym starostę?","Do 30 dni.","Do 14 dni.","Do 7 dni.","A","3C201.jpg","1","A,A1,A2"
"6594","W jakim terminie masz obowiązek zawiadomić starostę o zmianie stanu faktycznego wymagającego zmiany danych zamieszczonych w dowodzie rejestracyjnym?","Do 7 dni.","Do 14 dni.","Do 30 dni.","C","3C203.jpg","1","A,A1,A2"
"6595","W jakim terminie, będąc właścicielem zarejestrowanego motocykla, masz obowiązek poddać go okresowemu badaniu technicznemu?","Przed upływem daty badania określonej w dowodzie rejestracyjnym.","Każdorazowo po upływie 6 miesięcy od poprzedniego badania.","Co 3 lata, niezależnie od daty pierwszej rejestracji.","A","3C204.jpg","1","A,A1,A2"
"6599","Którym z wymienionych pojazdów masz prawo kierować posiadając prawo jazdy kategorii A?","Motocyklem z bocznym wózkiem.","Czterokołowym pojazdem samochodowym o masie własnej nieprzekraczającej 550 kg.","Pojazdem wolnobieżnym.","A","3C210.jpg","1","A"
